customer_id,deal_idx_customer_id,provider,amount,transaction_type,contract_length,exact_match,timestamp,account_id,active,number_of_days_left,days_overrun,account_start_time,account_end_time
01d5d590-999a-42bb-93b8-2ef4eca11372,deal_1_01d5d590-999a-42bb-93b8-2ef4eca11372,VIRGIN MEDIA,31.0,direct debit,,,2021-08-24,af6b263829ced0f1a6b8b2ca5881209f,yes,,,2021-08-24,2022-04-25
01d5d590-999a-42bb-93b8-2ef4eca11372,deal_1_01d5d590-999a-42bb-93b8-2ef4eca11372,VIRGIN MEDIA,31.0,direct debit,,,2021-09-24,af6b263829ced0f1a6b8b2ca5881209f,yes,,,2021-08-24,2022-04-25
01d5d590-999a-42bb-93b8-2ef4eca11372,deal_1_01d5d590-999a-42bb-93b8-2ef4eca11372,VIRGIN MEDIA,31.0,direct debit,,,2021-10-25,af6b263829ced0f1a6b8b2ca5881209f,yes,,,2021-08-24,2022-04-25
01d5d590-999a-42bb-93b8-2ef4eca11372,deal_1_01d5d590-999a-42bb-93b8-2ef4eca11372,VIRGIN MEDIA,31.0,direct debit,,,2021-11-24,af6b263829ced0f1a6b8b2ca5881209f,yes,,,2021-08-24,2022-04-25
01d5d590-999a-42bb-93b8-2ef4eca11372,deal_1_01d5d590-999a-42bb-93b8-2ef4eca11372,VIRGIN MEDIA,31.0,direct debit,,,2021-12-24,af6b263829ced0f1a6b8b2ca5881209f,yes,,,2021-08-24,2022-04-25
01d5d590-999a-42bb-93b8-2ef4eca11372,deal_1_01d5d590-999a-42bb-93b8-2ef4eca11372,VIRGIN MEDIA,31.0,direct debit,,,2022-01-24,af6b263829ced0f1a6b8b2ca5881209f,yes,,,2021-08-24,2022-04-25
01d5d590-999a-42bb-93b8-2ef4eca11372,deal_1_01d5d590-999a-42bb-93b8-2ef4eca11372,VIRGIN MEDIA,31.0,direct debit,,,2022-02-24,af6b263829ced0f1a6b8b2ca5881209f,yes,,,2021-08-24,2022-04-25
01d5d590-999a-42bb-93b8-2ef4eca11372,deal_1_01d5d590-999a-42bb-93b8-2ef4eca11372,VIRGIN MEDIA,31.0,direct debit,,,2022-03-24,af6b263829ced0f1a6b8b2ca5881209f,yes,,,2021-08-24,2022-04-25
01d5d590-999a-42bb-93b8-2ef4eca11372,deal_1_01d5d590-999a-42bb-93b8-2ef4eca11372,VIRGIN MEDIA,31.0,direct debit,,,2022-04-25,af6b263829ced0f1a6b8b2ca5881209f,yes,,,2021-08-24,2022-04-25
0373c8f9-0b37-4a8e-b627-10f7788627c4,deal_1_0373c8f9-0b37-4a8e-b627-10f7788627c4,BT,67.51,direct debit,24,exact,2022-09-27,b9d1aa0b2304b6817af886b59f5fcf6d,yes,535,0,2022-07-25,2023-04-11
0373c8f9-0b37-4a8e-b627-10f7788627c4,deal_1_0373c8f9-0b37-4a8e-b627-10f7788627c4,BT,72.5,direct debit,24,exact,2022-10-25,b9d1aa0b2304b6817af886b59f5fcf6d,yes,535,0,2022-07-25,2023-04-11
0373c8f9-0b37-4a8e-b627-10f7788627c4,deal_1_0373c8f9-0b37-4a8e-b627-10f7788627c4,BT,76.18,direct debit,24,exact,2022-11-25,b9d1aa0b2304b6817af886b59f5fcf6d,yes,535,0,2022-07-25,2023-04-11
0373c8f9-0b37-4a8e-b627-10f7788627c4,deal_1_0373c8f9-0b37-4a8e-b627-10f7788627c4,BT,74.79,direct debit,24,exact,2022-12-28,b9d1aa0b2304b6817af886b59f5fcf6d,yes,535,0,2022-07-25,2023-04-11
0373c8f9-0b37-4a8e-b627-10f7788627c4,deal_1_0373c8f9-0b37-4a8e-b627-10f7788627c4,BT,68.36,direct debit,24,exact,2023-01-25,b9d1aa0b2304b6817af886b59f5fcf6d,yes,535,0,2022-07-25,2023-04-11
0373c8f9-0b37-4a8e-b627-10f7788627c4,deal_1_0373c8f9-0b37-4a8e-b627-10f7788627c4,BT,69.74,direct debit,24,exact,2023-02-27,b9d1aa0b2304b6817af886b59f5fcf6d,yes,535,0,2022-07-25,2023-04-11
0373c8f9-0b37-4a8e-b627-10f7788627c4,deal_1_0373c8f9-0b37-4a8e-b627-10f7788627c4,BT,71.12,direct debit,24,exact,2023-03-27,b9d1aa0b2304b6817af886b59f5fcf6d,yes,535,0,2022-07-25,2023-04-11
0373c8f9-0b37-4a8e-b627-10f7788627c4,deal_2_0373c8f9-0b37-4a8e-b627-10f7788627c4,EE,51.52,direct debit,,,2022-09-12,b9d1aa0b2304b6817af886b59f5fcf6d,yes,,,2022-07-25,2023-04-11
0373c8f9-0b37-4a8e-b627-10f7788627c4,deal_2_0373c8f9-0b37-4a8e-b627-10f7788627c4,EE,51.52,direct debit,,,2022-10-10,b9d1aa0b2304b6817af886b59f5fcf6d,yes,,,2022-07-25,2023-04-11
0373c8f9-0b37-4a8e-b627-10f7788627c4,deal_2_0373c8f9-0b37-4a8e-b627-10f7788627c4,EE,51.7,direct debit,,,2022-11-10,b9d1aa0b2304b6817af886b59f5fcf6d,yes,,,2022-07-25,2023-04-11
0373c8f9-0b37-4a8e-b627-10f7788627c4,deal_2_0373c8f9-0b37-4a8e-b627-10f7788627c4,EE,51.52,direct debit,,,2022-12-12,b9d1aa0b2304b6817af886b59f5fcf6d,yes,,,2022-07-25,2023-04-11
0373c8f9-0b37-4a8e-b627-10f7788627c4,deal_2_0373c8f9-0b37-4a8e-b627-10f7788627c4,EE,51.52,direct debit,,,2023-01-10,b9d1aa0b2304b6817af886b59f5fcf6d,yes,,,2022-07-25,2023-04-11
0373c8f9-0b37-4a8e-b627-10f7788627c4,deal_2_0373c8f9-0b37-4a8e-b627-10f7788627c4,EE,51.97,direct debit,,,2023-02-10,b9d1aa0b2304b6817af886b59f5fcf6d,yes,,,2022-07-25,2023-04-11
0373c8f9-0b37-4a8e-b627-10f7788627c4,deal_2_0373c8f9-0b37-4a8e-b627-10f7788627c4,EE,56.52,direct debit,,,2023-03-10,b9d1aa0b2304b6817af886b59f5fcf6d,yes,,,2022-07-25,2023-04-11
0373c8f9-0b37-4a8e-b627-10f7788627c4,deal_2_0373c8f9-0b37-4a8e-b627-10f7788627c4,EE,58.92,direct debit,,,2023-04-11,b9d1aa0b2304b6817af886b59f5fcf6d,yes,,,2022-07-25,2023-04-11
055090e3-7d4e-4a43-8169-94026ca6f522,deal_1_055090e3-7d4e-4a43-8169-94026ca6f522,VODAFONE,91.2,debit,24,exact,2022-01-21,eea84bb1104828842c058784c8916c3d,yes,488,0,2022-01-21,2022-09-20
055090e3-7d4e-4a43-8169-94026ca6f522,deal_1_055090e3-7d4e-4a43-8169-94026ca6f522,VODAFONE,91.2,debit,24,exact,2022-02-22,eea84bb1104828842c058784c8916c3d,yes,488,0,2022-01-21,2022-09-20
055090e3-7d4e-4a43-8169-94026ca6f522,deal_1_055090e3-7d4e-4a43-8169-94026ca6f522,VODAFONE,91.2,debit,24,exact,2022-03-22,eea84bb1104828842c058784c8916c3d,yes,488,0,2022-01-21,2022-09-20
055090e3-7d4e-4a43-8169-94026ca6f522,deal_1_055090e3-7d4e-4a43-8169-94026ca6f522,VODAFONE,99.67,debit,24,exact,2022-04-20,eea84bb1104828842c058784c8916c3d,yes,488,0,2022-01-21,2022-09-20
055090e3-7d4e-4a43-8169-94026ca6f522,deal_1_055090e3-7d4e-4a43-8169-94026ca6f522,VODAFONE,99.67,debit,24,exact,2022-05-22,eea84bb1104828842c058784c8916c3d,yes,488,0,2022-01-21,2022-09-20
055090e3-7d4e-4a43-8169-94026ca6f522,deal_1_055090e3-7d4e-4a43-8169-94026ca6f522,VODAFONE,99.67,debit,24,exact,2022-06-20,eea84bb1104828842c058784c8916c3d,yes,488,0,2022-01-21,2022-09-20
055090e3-7d4e-4a43-8169-94026ca6f522,deal_1_055090e3-7d4e-4a43-8169-94026ca6f522,VODAFONE,99.67,debit,24,exact,2022-07-20,eea84bb1104828842c058784c8916c3d,yes,488,0,2022-01-21,2022-09-20
055090e3-7d4e-4a43-8169-94026ca6f522,deal_1_055090e3-7d4e-4a43-8169-94026ca6f522,VODAFONE,99.67,debit,24,exact,2022-08-21,eea84bb1104828842c058784c8916c3d,yes,488,0,2022-01-21,2022-09-20
055090e3-7d4e-4a43-8169-94026ca6f522,deal_1_055090e3-7d4e-4a43-8169-94026ca6f522,VODAFONE,99.67,debit,24,exact,2022-09-20,eea84bb1104828842c058784c8916c3d,yes,488,0,2022-01-21,2022-09-20
057a7d81-163e-454e-b324-7dc7524f32f1,deal_1_057a7d81-163e-454e-b324-7dc7524f32f1,SKY,35.5,direct debit,24,exact,2023-03-02,082295257d2d82dcb4d22cdd19ada1df,yes,578,0,2023-03-02,2023-08-02
057a7d81-163e-454e-b324-7dc7524f32f1,deal_1_057a7d81-163e-454e-b324-7dc7524f32f1,SKY,40.5,direct debit,24,exact,2023-04-03,082295257d2d82dcb4d22cdd19ada1df,yes,578,0,2023-03-02,2023-08-02
057a7d81-163e-454e-b324-7dc7524f32f1,deal_1_057a7d81-163e-454e-b324-7dc7524f32f1,SKY,40.5,direct debit,24,exact,2023-05-02,082295257d2d82dcb4d22cdd19ada1df,yes,578,0,2023-03-02,2023-08-02
057a7d81-163e-454e-b324-7dc7524f32f1,deal_1_057a7d81-163e-454e-b324-7dc7524f32f1,SKY,40.5,direct debit,24,exact,2023-06-02,082295257d2d82dcb4d22cdd19ada1df,yes,578,0,2023-03-02,2023-08-02
